feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bioc_glucuronide.of.piperine.metabolite.C17H21NO3..5..	IBS	IBS	-1.49632357527756	0.467771919351487	180	111	0.0021084737891555	0.462228688525426
Microbiome_gene_K01512	IBS	IBS	-1.49762583334625	0.466472583861221	180	96	0.00214530628002617	0.465948605653461
Specie_Coprococcus_catus	gender	gender	1.21751095912297	0.382817154369402	180	111	0.00219220931294434	0.471767466548031
Bioc_methionine	IBS	IBS	-1.44793857146446	0.451246908209396	180	91	0.00222529308044663	0.474533634436696
Bioc_fucitol	gender	gender	1.1061337955697	0.346444455129263	180	103	0.00229447158549785	0.480373758258255
Bioc_trigonelline..N..methylnicotinate.	age	age	-1.0761515184713	0.338367751292186	180	98	0.00231222802481859	0.480373758258255
Bioc_X_16944	IBS	IBS	-1.68360470150932	0.526892670313176	180	91	0.00231411666808129	0.480373758258255
Microbiome_gene_K02377	IBS	IBS	-1.55327845670495	0.489222832500121	180	100	0.00239944699708346	0.493717791320935
Bioc_ascorbic.acid.2.sulfate	IBS	IBS	-1.89948252700519	0.59588288954802	180	97	0.00247403981095405	0.504639581265644
Bioc_3.5.dichloro.2.6.dihydroxybenzoic.acid	IBS	IBS	-1.55302258909942	0.49374241627835	180	97	0.00250142294374051	0.505826534407941
Bioc_N.acetylphenylalanine	age	age	-1.36169829082543	0.431131241743416	180	96	0.00253706422555681	0.50864885075971
Microbiome_gene_K00605	gender	gender	-1.78351834837158	0.551400534016927	180	79	0.00256664773460797	0.510219117887281
Bioc_androstenediol..3alpha..17alpha..monosulfate..2.	gender	gender	1.38442164458836	0.441630347500923	180	90	0.00269821794165432	0.531866371910803
Microbiome_gene_K00266	race	race	3.01495475795452	0.967223390417134	180	105	0.00278475996473781	0.544350954107124
Microbiome_gene_K18475	gender	gender	1.48919566249939	0.477415592185814	180	93	0.00282258006062557	0.547183970926397
Bioc_X_24422	age	age	-1.66334881968833	0.532843505958106	180	99	0.0028651270327201	0.550879383659962
Bioc_pyroglutamine.	IBS	IBS	-1.2859018582656	0.409769858379641	180	84	0.00290521712176055	0.554046162805994
Bioc_X_24747	IBS	IBS	-1.36774327663046	0.442642300745977	180	101	0.00296170604479331	0.560264021715457
Microbiome_gene_K00041	race	race	3.07639150832334	1.01262098703018	180	97	0.00350215077312923	0.562140951570694
Microbiome_gene_K00177	IBS	IBS	-1.42799102669022	0.469979285260542	180	98	0.00363442823684398	0.562140951570694
Microbiome_gene_K01580	age	age	-1.74070085258435	0.565904267222311	180	86	0.00356300465127875	0.562140951570694
Microbiome_gene_K16363	IBS	IBS	-1.42645924934207	0.46786767554362	180	97	0.00352831699093429	0.562140951570694
Microbiome_gene_K17236	IBS	IBS	-1.22004399095064	0.406266788640304	180	96	0.00387165461949869	0.562140951570694
Bioc_1.methyl.5.imidazoleacetate	gender	gender	1.50628283603558	0.499085228116395	180	94	0.00390440598604219	0.562140951570694
Bioc_1.ribosyl.imidazoleacetate.	IBS	IBS	-1.30285981808522	0.42649960099831	180	97	0.00349457454285254	0.562140951570694
Bioc_1.stearoyl.GPI..18.0.	race	race	2.68145756890118	0.86907716802537	180	88	0.00320295036268307	0.562140951570694
Bioc_2.3.dihydroxyisovalerate	IBS	IBS	-0.793689404174197	0.264899485508348	180	106	0.00390625293541472	0.562140951570694
Bioc_3.methoxytyrosine	IBS	IBS	-1.48979348316957	0.490601704692833	180	110	0.00338988363347719	0.562140951570694
Bioc_6.hydroxyindole.sulfate	IBS	IBS	-1.30412169069922	0.428957549396319	180	91	0.00378836524127478	0.562140951570694
Bioc_adipoylcarnitine..C6.DC.	race	race	2.79323539889687	0.902598374079599	180	97	0.00322363649984365	0.562140951570694
Bioc_androstenediol..3alpha..17alpha..monosulfate..2.	age	age	1.22825200042284	0.407167449957201	180	90	0.00379145877866538	0.562140951570694
Bioc_androstenediol..3beta.17beta..monosulfate..2.	age	age	1.24981017648134	0.414429769461301	180	95	0.00375524894448673	0.562140951570694
Bioc_arabitol.xylitol	IBS	IBS	-1.368477208863	0.440764008654598	180	89	0.00310548304636471	0.562140951570694
Bioc_dehydroepiandrosterone.sulfate..DHEA.S.	age	age	1.41653306944869	0.463278198550151	180	87	0.0034172963413084	0.562140951570694
Bioc_gamma.glutamylthreonine	IBS	IBS	-1.52181510864214	0.508137363167196	180	103	0.00388145863748699	0.562140951570694
Bioc_gamma.glutamyltryptophan	IBS	IBS	-1.43703729572238	0.469027005079279	180	93	0.00345817402067864	0.562140951570694
Bioc_homocitrulline	age	age	-1.61418807799827	0.525831080200006	180	95	0.00325629101822886	0.562140951570694
Bioc_hydroxy.N6.N6.N6.trimethyllysine.	IBS	IBS	-1.46596886457104	0.486362523992693	180	95	0.00379460487586598	0.562140951570694
Bioc_inosine	IBS	IBS	-1.52188140151505	0.501015772121197	180	90	0.00361798199617722	0.562140951570694
Bioc_isovalerate..C5.	gender	gender	1.73462483374199	0.560491469133384	180	98	0.00305042258851126	0.562140951570694
Bioc_methyl.indole.3.acetate	age	age	-1.40108566719965	0.458984753889395	180	100	0.00349117232146361	0.562140951570694
Bioc_N.acetyl.2.aminooctanoate.	gender	gender	1.52010684691583	0.501771324080073	180	90	0.00375387428055911	0.562140951570694
Bioc_1.methyladenosine	age	age	-1.47384000571164	0.492773952175409	180	114	0.0038376633076023	0.562140951570694
Bioc_N6.acetyllysine	age	age	-1.63668603509404	0.532577944565748	180	91	0.0033168980200245	0.562140951570694
Bioc_pimeloylcarnitine.3.methyladipoylcarnitine..C7.DC.	race	race	-9.00015233573999	2.92894241921429	180	89	0.0035575513277919	0.562140951570694
Bioc_pregnenediol.sulfate..C21H34O5S..	gender	gender	1.3680268389686	0.453288401588646	180	97	0.00363128322445351	0.562140951570694
Bioc_sphingomyelin..d18.0.20.0..d16.0.22.0..	age	age	-1.3920866116297	0.45723667571904	180	95	0.00354692940569665	0.562140951570694
Bioc_stearoylcarnitine..C18.	gender	gender	1.63011596151288	0.529069556783224	180	97	0.00329362800646302	0.562140951570694
Bioc_urea	age	age	-1.54223474187284	0.503468434173055	180	110	0.00312163266606011	0.562140951570694
Bioc_X_12026	IBS	IBS	-1.64345260706963	0.540975568982546	180	96	0.0035452101344174	0.562140951570694
Bioc_X_12822	gender	gender	1.44763258275571	0.477720841130315	180	95	0.0037726715297176	0.562140951570694
Bioc_X_13553	IBS	IBS	-1.49580138636441	0.48319609766348	180	92	0.00306488471610407	0.562140951570694
Bioc_X_21286	age	age	-1.77404079932673	0.586013438208698	180	100	0.00375061455473862	0.562140951570694
Bioc_X_21471	age	age	1.88562980915325	0.617391075921863	180	85	0.00347517990166635	0.562140951570694
Bioc_X_24337	IBS	IBS	-1.45530974036779	0.478185696773473	180	107	0.00334001983563217	0.562140951570694
Bioc_X_24699	gender	gender	2.09692455369885	0.689615743976868	180	90	0.00369143477718177	0.562140951570694
Bioc_X_24801	IBS	IBS	-1.46355730902475	0.481854835787197	180	104	0.00345158454713176	0.562140951570694
Bioc_1.palmitoyl.2.linoleoyl.GPI..16.0.18.2.	IBS	IBS	-1.20306610391231	0.402797823606045	180	101	0.00399265766511184	0.569297998592736
Bioc_adenine	IBS	IBS	-1.42141958784107	0.475495712894577	180	102	0.00400452614434077	0.569297998592736
Microbiome_gene_K01537	gender	gender	-1.93250021696126	0.639088811546549	180	89	0.00403530244631017	0.570217406524684
Bioc_leucine	gender	gender	1.60091312140017	0.536201346455922	180	99	0.00409129367577069	0.574667519476366
Microbiome_gene_K00087	age	age	-1.2186647606943	0.410325260170983	180	101	0.00414914367468486	0.57666126141258
Microbiome_gene_K17234	gender	gender	1.46511228824781	0.491016789203104	180	92	0.00418576171596282	0.57666126141258
Bioc_11beta.hydroxyandrosterone.glucuronide	gender	gender	1.66139063412189	0.558454673946984	180	93	0.00431823868978994	0.57666126141258
Bioc_3..methylthio.acetaminophen.sulfate.	age	age	-0.505229924699522	0.170497119667581	180	105	0.00433578205609155	0.57666126141258
Bioc_androstenediol..3beta.17beta..disulfate..1.	gender	gender	1.48709311400329	0.503637751276016	180	102	0.00426790352718732	0.57666126141258
Bioc_delta.CEHC.glucuronide	IBS	IBS	-1.24065871759689	0.419389558808223	180	97	0.00437509319298447	0.57666126141258
Bioc_glucuronate	age	age	-1.46607260381358	0.490274962133813	180	97	0.00419119712479192	0.57666126141258
Bioc_N2.N2.dimethylguanosine	IBS	IBS	-1.43636618467673	0.484041911899867	180	98	0.00433236908634221	0.57666126141258
Bioc_X_13431	IBS	IBS	-1.52440385881219	0.51242256781079	180	85	0.00437590930346759	0.57666126141258
Bioc_X_24544	age	age	1.21779890803237	0.409743489170156	180	92	0.00427570558265879	0.57666126141258
Bioc_X_24970	race	race	0.247937386623657	0.0836835515085506	180	100	0.00436517644840585	0.57666126141258
Bioc_X_19141	IBS	IBS	-1.46529900612781	0.492604533620514	180	94	0.00444106473546659	0.581977963686256
Bioc_5.methyluridine..ribothymidine.	gender	gender	2.22923489591211	0.749539023587716	180	90	0.00451359136061288	0.588196180810535
Microbiome_gene_K00020	IBS	IBS	-0.897331842795368	0.307023491967267	180	104	0.00479174976850762	0.595835383827512
Microbiome_gene_K17318	gender	gender	1.30476868434935	0.446511406284049	180	89	0.0049479948832819	0.595835383827512
Microbiome_gene_K22900	gender	gender	1.59900699753475	0.548272496241999	180	100	0.00489985342585585	0.595835383827512
Bioc_2.hydroxyoctanoate	IBS	IBS	-1.24037502455135	0.423055825431785	180	101	0.00487063099204119	0.595835383827512
Bioc_butyrate.isobutyrate..4.0.	gender	gender	1.76395213226974	0.603179007785292	180	100	0.00486350556241362	0.595835383827512
Bioc_decadienedioic.acid..C10.2.DC.	IBS	IBS	-1.53657516958616	0.523388061432957	180	98	0.00478969104877579	0.595835383827512
Bioc_hyocholate	IBS	IBS	-1.24415457336682	0.425887342089606	180	103	0.00468833128781232	0.595835383827512
Bioc_linoleoyl.ethanolamide	IBS	IBS	-1.72140754494793	0.589945957231632	180	100	0.00495322930666176	0.595835383827512
Bioc_N.acetylputrescine	IBS	IBS	-1.28502679232637	0.435713207328698	180	92	0.00476435293336973	0.595835383827512
Bioc_p.cresol.glucuronide.	race	race	2.56675289421759	0.875132865671547	180	100	0.00480019524500847	0.595835383827512
Bioc_pregnenetriol.disulfate.	gender	gender	1.38734484147419	0.476624912148251	180	99	0.00489070620100435	0.595835383827512
Bioc_thyroxine	IBS	IBS	-1.66579822233981	0.56587264445941	180	98	0.00460604894027079	0.595835383827512
Bioc_tiglyl.carnitine..C5.	IBS	IBS	-1.48728308648427	0.506206053708929	180	97	0.00468018252120869	0.595835383827512
Bioc_X_17010	gender	gender	1.65779920144904	0.563784776693216	180	91	0.00491581361292835	0.595835383827512
Bioc_X_17323	IBS	IBS	-1.71599654604358	0.582755858518568	180	84	0.00489596163146252	0.595835383827512
Bioc_gamma.glutamyl.alpha.lysine	IBS	IBS	-1.32747480940887	0.456181877444706	180	97	0.00503886736728528	0.603044448134749
Microbiome_gene_K11991	IBS	IBS	-1.52441883198214	0.523986989048392	180	101	0.00507450290199705	0.604226469909364
Microbiome_gene_K00605	age	age	-1.68268017015758	0.569541475091754	180	79	0.0054201440014873	0.613445469386003
Microbiome_gene_K00648	gender	gender	-1.46775235073998	0.500831188223953	180	83	0.00520801950014647	0.613445469386003
Microbiome_gene_K19507	IBS	IBS	-0.93198141882893	0.326682693315723	180	137	0.00543962007481544	0.613445469386003
Bioc_2.methylbutyrylcarnitine..C5.	gender	gender	1.42846503497579	0.49496227610708	180	99	0.00541485412269512	0.613445469386003
Bioc_androsterone.glucuronide	gender	gender	1.3662892930211	0.474557907329619	180	105	0.00532752072613268	0.613445469386003
Bioc_carnosine	gender	gender	1.84014551403558	0.637827651411703	180	94	0.00542976677680755	0.613445469386003
Bioc_cystathionine	IBS	IBS	-1.23351643897489	0.428193214411186	180	103	0.00541650613839857	0.613445469386003
Bioc_epiandrosterone.sulfate	gender	gender	1.2644900585403	0.436584180625666	180	96	0.00531687672280405	0.613445469386003
Bioc_erythronate.	age	age	-1.5553215425169	0.536235409674529	180	91	0.00541394506105049	0.613445469386003
Bioc_hydroxypalmitoyl.sphingomyelin..d18.1.16.0.OH..	race	race	3.67981629005173	1.25978362764382	180	84	0.00522362729349047	0.613445469386003
Bioc_mannitol.sorbitol	age	age	-1.18118654274707	0.41136243420608	180	114	0.0054657502281483	0.613445469386003
Bioc_urate	IBS	IBS	-1.21910062870909	0.42226231553846	180	95	0.00534638998241815	0.613445469386003
Specie_Streptococcus_thermophilus	IBS	IBS	-0.484796050978841	0.169582615686762	180	116	0.00559882333621147	0.617850379636109
Bioc_2.3.dihydroxy.5.methylthio.4.pentenoate..DMTPA..	age	age	-1.60222438160603	0.555674482311691	180	102	0.00557229529632852	0.617850379636109
Bioc_2.3.dihydroxy.5.methylthio.4.pentenoate..DMTPA..	IBS	IBS	-1.60412145317005	0.555924544753745	180	102	0.00553986858676833	0.617850379636109
Bioc_dimethylarginine..ADMA...SDMA.	IBS	IBS	-1.42093630580588	0.494227120548679	180	99	0.00561035643358022	0.617850379636109
Bioc_gamma.glutamyl.alpha.lysine	age	age	-1.3710544367438	0.478065512582502	180	97	0.00566641084975271	0.618218601407672
Bioc_isoursodeoxycholate.sulfate..1.	IBS	IBS	-1.11675982521614	0.390662250456944	180	107	0.00566526795160075	0.618218601407672
Bioc_2.hydroxybutyrate.2.hydroxyisobutyrate	gender	gender	1.46566100171444	0.51286009257777	180	104	0.00572474906156606	0.621691846005347
Bioc_X_15486	IBS	IBS	-1.29270174862551	0.450613794960154	180	96	0.00576953325964317	0.623667933969815
Specie_Bacteroides_salyersiae	ethnic	ethnic	-0.28637885156914	0.100578261081835	180	104	0.00589490246469035	0.625686548028242
Microbiome_gene_K07016	IBS	IBS	-0.785933711911472	0.276651267549624	180	116	0.00588747200079587	0.625686548028242
Microbiome_gene_K13927	gender	gender	1.27027867679572	0.44446969644503	180	100	0.00588225165227846	0.625686548028242
Bioc_X_24418	age	age	-1.2671027928564	0.443477760956735	180	108	0.00586570600089244	0.625686548028242
Microbiome_gene_K00616	IBS	IBS	-1.56441763866121	0.545748170463003	180	94	0.00594033257742536	0.627668384093093
Specie_Coprobacter_fastidiosus	gender	gender	0.715688820404788	0.255372396673632	180	111	0.00657625372476009	0.634811455233323
Microbiome_gene_K00244	gender	gender	1.21131008568361	0.426392014513077	180	103	0.00616670790972574	0.634811455233323
Microbiome_gene_K01060	IBS	IBS	-1.11116743693204	0.396367901359287	180	129	0.00632657085147329	0.634811455233323
Microbiome_gene_K15635	IBS	IBS	-1.35783883317972	0.47876232854238	180	97	0.00627798531015995	0.634811455233323
Microbiome_gene_K17235	IBS	IBS	-1.0474787623771	0.370569893170952	180	93	0.00641152733844037	0.634811455233323
Bioc_4.methyl.2.oxopentanoate	race	race	2.66905613538127	0.94541547446175	180	94	0.00653839567287681	0.634811455233323
